Low-Income Energy Affordability Data Tool Map Export (https://lead.openei.org/)
Exported On:,1/9/2022
FPL:,0% - 100%; 100% - 150%; 150% - 200%; 200% - 400%; 400%+
Building Age:,Before 1940; 1940 - 59; 1960 - 79; 1980 - 99; 2000 - 09; 2010+
Heating Fuel Type:,Utility Gas; Bottled Gas; Electricity; Fuel Oil; Coal; Wood; Solar; Other; None
Building Type:,1 unit detached; 1 unit attached; 2 units; 3 - 4 units; 5 - 9 units; 10 - 19 units; 20 - 49 units; 50+ units; Boat/RV/Van; Mobile/Trailer
Rent/Own:,Renter-occupied; Owner-occupied

Geography ID, Name,County,Tribal Areas,Avg. Energy Burden (% income)
06099000101,Census Tract 1.01,Stanislaus County,,3
06071000104,Census Tract 1.04,San Bernardino County,,1
06073010014,Census Tract 100.14,San Diego County,,2
06037104822,Census Tract 1048.22,Los Angeles County,,3
06113010511,Census Tract 105.11,Yolo County,,2
06113010512,Census Tract 105.12,Yolo County,,2
06113010513,Census Tract 105.13,Yolo County,,2
06059110113,Census Tract 1101.13,Orange County,,1
06037115103,Census Tract 1151.03,Los Angeles County,,3
06059011711,Census Tract 117.11,Orange County,,2
06059011712,Census Tract 117.12,Orange County,,2
06059011715,Census Tract 117.15,Orange County,,1
06059011716,Census Tract 117.16,Orange County,,1
06037123902,Census Tract 1239.02,Los Angeles County,,2
06037125401,Census Tract 1254.01,Los Angeles County,,1
06037134522,Census Tract 1345.22,Los Angeles County,,3
06037137501,Census Tract 1375.01,Los Angeles County,,2
06037137502,Census Tract 1375.02,Los Angeles County,,2
06037141303,Census Tract 1413.03,Los Angeles County,,1
06097150607,Census Tract 1506.07,Sonoma County,,1
06097150610,Census Tract 1506.10,Sonoma County,,2
06097151602,Census Tract 1516.02,Sonoma County,,2
06097153104,Census Tract 1531.04,Sonoma County,,3
06097153809,Census Tract 1538.09,Sonoma County,,2
06075015500,Census Tract 155,San Francisco County,,1
06075015600,Census Tract 156,San Francisco County,,1
06075015700,Census Tract 157,San Francisco County,,1
06075015900,Census Tract 159,San Francisco County,,1
06059001601,Census Tract 16.01,Orange County,,1
06059001602,Census Tract 16.02,Orange County,,1
06075016000,Census Tract 160,San Francisco County,,1
06075016200,Census Tract 162,San Francisco County,,1
06075016300,Census Tract 163,San Francisco County,,1
06075016400,Census Tract 164,San Francisco County,,1
06075016600,Census Tract 166,San Francisco County,,1
06075016700,Census Tract 167,San Francisco County,,1
06075016900,Census Tract 169,San Francisco County,,1
06073017050,Census Tract 170.50,San Diego County,,2
06075017000,Census Tract 170,San Francisco County,,1
06037186202,Census Tract 1862.02,Los Angeles County,,2
06037188202,Census Tract 1882.02,Los Angeles County,,1
06037189905,Census Tract 1899.05,Los Angeles County,,1
06037192001,Census Tract 1920.01,Los Angeles County,,1
06037192410,Census Tract 1924.10,Los Angeles County,,1
06037192510,Census Tract 1925.10,Los Angeles County,,1
06037192520,Census Tract 1925.20,Los Angeles County,,2
06037192610,Census Tract 1926.10,Los Angeles County,,2
06037192700,Census Tract 1927,Los Angeles County,,2
06037194500,Census Tract 1945,Los Angeles County,,1
06037195100,Census Tract 1951,Los Angeles County,,1
06037195300,Census Tract 1953,Los Angeles County,,1
06037204920,Census Tract 2049.20,Los Angeles County,,3
06037205110,Census Tract 2051.10,Los Angeles County,,2
06037205120,Census Tract 2051.20,Los Angeles County,,3
06037206010,Census Tract 2060.10,Los Angeles County,,2
06037206020,Census Tract 2060.20,Los Angeles County,,1
06037206050,Census Tract 2060.50,Los Angeles County,,2
06037207400,Census Tract 2074,Los Angeles County,,1
06077002000,Census Tract 20,San Joaquin County,,5
06037211122,Census Tract 2111.22,Los Angeles County,,1
06059021820,Census Tract 218.20,Orange County,,1
06059021912,Census Tract 219.12,Orange County,,1
06059021913,Census Tract 219.13,Orange County,,2
06059021915,Census Tract 219.15,Orange County,,2
06059021924,Census Tract 219.24,Orange County,,1
06077002100,Census Tract 21,San Joaquin County,,4
06037221601,Census Tract 2216.01,Los Angeles County,,2
06037222001,Census Tract 2220.01,Los Angeles County,,2
06037237201,Census Tract 2372.01,Los Angeles County,,3
06037239201,Census Tract 2392.01,Los Angeles County,,3
06037239601,Census Tract 2396.01,Los Angeles County,,3
06077002300,Census Tract 23,San Joaquin County,,4
06037241002,Census Tract 2410.02,Los Angeles County,,3
06095252316,Census Tract 2523.16,Solano County,,2
06095252317,Census Tract 2523.17,Solano County,,2
06095253204,Census Tract 2532.04,Solano County,,2
06095253205,Census Tract 2532.05,Solano County,,2
06095253206,Census Tract 2532.06,Solano County,,2
06037262604,Census Tract 2626.04,Los Angeles County,,1
06037262802,Census Tract 2628.02,Los Angeles County,,1
06037267403,Census Tract 2674.03,Los Angeles County,,1
06037269602,Census Tract 2696.02,Los Angeles County,,2
06077002701,Census Tract 27.01,San Joaquin County,,4
06077002702,Census Tract 27.02,San Joaquin County,,4
06037271901,Census Tract 2719.01,Los Angeles County,,1
06037275500,Census Tract 2755,Los Angeles County,,2
06037296901,Census Tract 2969.01,Los Angeles County,,2
06037302003,Census Tract 3020.03,Los Angeles County,,1
06013302010,Census Tract 3020.10,Contra Costa County,,2
06077003106,Census Tract 31.06,San Joaquin County,,2
06077003108,Census Tract 31.08,San Joaquin County,,3
06077003111,Census Tract 31.11,San Joaquin County,,3
06077003112,Census Tract 31.12,San Joaquin County,,2
06077003113,Census Tract 31.13,San Joaquin County,,4
06077003203,Census Tract 32.03,San Joaquin County,,3
06077003205,Census Tract 32.05,San Joaquin County,,3
06077003208,Census Tract 32.08,San Joaquin County,,2
06077003209,Census Tract 32.09,San Joaquin County,,2
06077003210,Census Tract 32.10,San Joaquin County,,2
06077003213,Census Tract 32.13,San Joaquin County,,3
06077003214,Census Tract 32.14,San Joaquin County,,2
06077003306,Census Tract 33.06,San Joaquin County,,4
06077003307,Census Tract 33.07,San Joaquin County,,4
06077003310,Census Tract 33.10,San Joaquin County,,4
06077003311,Census Tract 33.11,San Joaquin County,,4
06013334006,Census Tract 3340.06,Contra Costa County,,2
06013334200,Census Tract 3342,Contra Costa County,,1
06077003403,Census Tract 34.03,San Joaquin County,,4
06077003404,Census Tract 34.04,San Joaquin County,,4
06077003405,Census Tract 34.05,San Joaquin County,,4
06013346203,Census Tract 3462.03,Contra Costa County,,1
06013346204,Census Tract 3462.04,Contra Costa County,,1
06013355109,Census Tract 3551.09,Contra Costa County,,2
06013355112,Census Tract 3551.12,Contra Costa County,,1
06013355113,Census Tract 3551.13,Contra Costa County,,1
06013355306,Census Tract 3553.06,Contra Costa County,,1
06077003601,Census Tract 36.01,San Joaquin County,,3
06013360101,Census Tract 3601.01,Contra Costa County,,2
06077003802,Census Tract 38.02,San Joaquin County,,3
06013392200,Census Tract 3922,Contra Costa County,,2
06001404700,Census Tract 4047,Alameda County,,1
06001404800,Census Tract 4048,Alameda County,,1
06001404900,Census Tract 4049,Alameda County,,1
06001405100,Census Tract 4051,Alameda County,,1
06001405200,Census Tract 4052,Alameda County,,1
06001405401,Census Tract 4054.01,Alameda County,,2
06001405500,Census Tract 4055,Alameda County,,1
06037408137,Census Tract 4081.37,Los Angeles County,,2
06065041912,Census Tract 419.12,Riverside County,,2
06071004201,Census Tract 42.01,San Bernardino County,,3
06071004202,Census Tract 42.02,San Bernardino County,,3
06059042111,Census Tract 421.11,Orange County,,1
06059042114,Census Tract 421.14,Orange County,,1
06059042203,Census Tract 422.03,Orange County,,1
06059042305,Census Tract 423.05,Orange County,,1
06059042307,Census Tract 423.07,Orange County,,1
06059042317,Census Tract 423.17,Orange County,,1
06059042320,Census Tract 423.20,Orange County,,1
06001423400,Census Tract 4234,Alameda County,,1
06001423500,Census Tract 4235,Alameda County,,1
06001423602,Census Tract 4236.02,Alameda County,,1
06001427600,Census Tract 4276,Alameda County,,1
06001432200,Census Tract 4322,Alameda County,,1
06001432300,Census Tract 4323,Alameda County,,1
06001432502,Census Tract 4325.02,Alameda County,,2
06001432700,Census Tract 4327,Alameda County,,1
06001433000,Census Tract 4330,Alameda County,,2
06001433102,Census Tract 4331.02,Alameda County,,2
06001433103,Census Tract 4331.03,Alameda County,,2
06001433200,Census Tract 4332,Alameda County,,2
06001433300,Census Tract 4333,Alameda County,,2
06001433400,Census Tract 4334,Alameda County,,2
06001433500,Census Tract 4335,Alameda County,,2
06001433800,Census Tract 4338,Alameda County,,2
06001433900,Census Tract 4339,Alameda County,,2
06001434000,Census Tract 4340,Alameda County,,2
06001435500,Census Tract 4355,Alameda County,,2
06001435800,Census Tract 4358,Alameda County,,2
06001435900,Census Tract 4359,Alameda County,,2
06001436000,Census Tract 4360,Alameda County,,2
06001436100,Census Tract 4361,Alameda County,,2
06001436200,Census Tract 4362,Alameda County,,2
06001436300,Census Tract 4363,Alameda County,,2
06001436401,Census Tract 4364.01,Alameda County,,2
06001436602,Census Tract 4366.02,Alameda County,,2
06001436700,Census Tract 4367,Alameda County,,2
06001436800,Census Tract 4368,Alameda County,,2
06001436900,Census Tract 4369,Alameda County,,2
06001437000,Census Tract 4370,Alameda County,,2
06001437200,Census Tract 4372,Alameda County,,2
06001437300,Census Tract 4373,Alameda County,,2
06001437400,Census Tract 4374,Alameda County,,2
06001437600,Census Tract 4376,Alameda County,,2
06001437800,Census Tract 4378,Alameda County,,2
06001437900,Census Tract 4379,Alameda County,,2
06065043822,Census Tract 438.22,Riverside County,,2
06065043823,Census Tract 438.23,Riverside County,,2
06001438100,Census Tract 4381,Alameda County,,2
06001438201,Census Tract 4382.01,Alameda County,,2
06001438400,Census Tract 4384,Alameda County,,2
06071004401,Census Tract 44.01,San Bernardino County,,3
06019004404,Census Tract 44.04,Fresno County,,4
06019004405,Census Tract 44.05,Fresno County,,2
06001440200,Census Tract 4402,Alameda County,,2
06001440304,Census Tract 4403.04,Alameda County,,1
06001440305,Census Tract 4403.05,Alameda County,,1
06001440307,Census Tract 4403.07,Alameda County,,2
06001440308,Census Tract 4403.08,Alameda County,,1
06001440331,Census Tract 4403.31,Alameda County,,1
06001441200,Census Tract 4412,Alameda County,,1
06001441301,Census Tract 4413.01,Alameda County,,1
06001441302,Census Tract 4413.02,Alameda County,,1
06001442700,Census Tract 4427,Alameda County,,1
06001442800,Census Tract 4428,Alameda County,,1
06001442900,Census Tract 4429,Alameda County,,1
06001443001,Census Tract 4430.01,Alameda County,,1
06001443002,Census Tract 4430.02,Alameda County,,1
06001443102,Census Tract 4431.02,Alameda County,,1
06001443301,Census Tract 4433.01,Alameda County,,1
06001444301,Census Tract 4443.01,Alameda County,,1
06065044517,Census Tract 445.17,Riverside County,,3
06065044520,Census Tract 445.20,Riverside County,,5
06065044606,Census Tract 446.06,Riverside County,,3
06001450750,Census Tract 4507.50,Alameda County,,1
06065045121,Census Tract 451.21,Riverside County,,3
06001451403,Census Tract 4514.03,Alameda County,,1
06037462001,Census Tract 4620.01,Los Angeles County,,2
06037463601,Census Tract 4636.01,Los Angeles County,,1
06085504311,Census Tract 5043.11,Santa Clara County,,1
06085504314,Census Tract 5043.14,Santa Clara County,,1
06085504315,Census Tract 5043.15,Santa Clara County,,1
06059052411,Census Tract 524.11,Orange County,,2
06019005301,Census Tract 53.01,Fresno County,,4
06019005302,Census Tract 53.02,Fresno County,,4
06019005304,Census Tract 53.04,Fresno County,,3
06019005305,Census Tract 53.05,Fresno County,,3
06037602504,Census Tract 6025.04,Los Angeles County,,1
06081608013,Census Tract 6080.13,San Mateo County,,1
06059062610,Census Tract 626.10,Orange County,,1
06059062619,Census Tract 626.19,Orange County,,1
06059062620,Census Tract 626.20,Orange County,,1
06059062643,Census Tract 626.43,Orange County,,1
06059062645,Census Tract 626.45,Orange County,,1
06059062647,Census Tract 626.47,Orange County,,2
06059062900,Census Tract 629,Orange County,,1
06059063010,Census Tract 630.10,Orange County,,1
06059063101,Census Tract 631.01,Orange County,,1
06059063102,Census Tract 631.02,Orange County,,1
06059063103,Census Tract 631.03,Orange County,,1
06059063201,Census Tract 632.01,Orange County,,1
06059063907,Census Tract 639.07,Orange County,,1
06059074110,Census Tract 741.10,Orange County,,1
06059074805,Census Tract 748.05,Orange County,,2
06059075604,Census Tract 756.04,Orange County,,1
06059075702,Census Tract 757.02,Orange County,,1
06059087403,Census Tract 874.03,Orange County,,1
06059087902,Census Tract 879.02,Orange County,,2
06059088702,Census Tract 887.02,Orange County,,2
06037910101,Census Tract 9101.01,Los Angeles County,,4
06037920116,Census Tract 9201.16,Los Angeles County,,2
06037920119,Census Tract 9201.19,Los Angeles County,,1
06037920338,Census Tract 9203.38,Los Angeles County,,1
06037930301,Census Tract 9303.01,Los Angeles County,,3
06037980019,Census Tract 9800.19,Los Angeles County,,1
06037980031,Census Tract 9800.31,Los Angeles County,,1
06059099406,Census Tract 994.06,Orange County,,1
06059099415,Census Tract 994.15,Orange County,,1
06087101200,Census Tract 1012,Santa Cruz County,,2
06113010402,Census Tract 104.02,Yolo County,,2
06089010806,Census Tract 108.06,Shasta County,,5
06089011001,Census Tract 110.01,Shasta County,,3
06059110104,Census Tract 1101.04,Orange County,,1
06089011701,Census Tract 117.01,Shasta County,,3
06037117102,Census Tract 1171.02,Los Angeles County,,3
06089011802,Census Tract 118.02,Shasta County,,4
06037119341,Census Tract 1193.41,Los Angeles County,,2
06037120106,Census Tract 1201.06,Los Angeles County,,3
06037122121,Census Tract 1221.21,Los Angeles County,,3
06037124204,Census Tract 1242.04,Los Angeles County,,2
06089012603,Census Tract 126.03,Shasta County,,5
06037127605,Census Tract 1276.05,Los Angeles County,,2
06111001401,Census Tract 14.01,Ventura County,,1
06007001703,Census Tract 17.03,Butte County,,5
06007001704,Census Tract 17.04,Butte County,,5
06073017053,Census Tract 170.53,San Diego County,,1
06073017054,Census Tract 170.54,San Diego County,,2
06073017813,Census Tract 178.13,San Diego County,,2
06061020402,Census Tract 204.02,Placer County,,2
06061020502,Census Tract 205.02,Placer County,,3
06061020710,Census Tract 207.10,Placer County,,2
06061020714,Census Tract 207.14,Placer County,,2
06061021043,Census Tract 210.43,Placer County,,1
06061021122,Census Tract 211.22,Placer County,,2
06061021123,Census Tract 211.23,Placer County,,2
06061021204,Census Tract 212.04,Placer County,,3
06061021309,Census Tract 213.09,Placer County,,2
06061021322,Census Tract 213.22,Placer County,,2
06061021603,Census Tract 216.03,Placer County,,4
06061021604,Census Tract 216.04,Placer County,,3
06061022011,Census Tract 220.11,Placer County,,4
06061022013,Census Tract 220.13,Placer County,,4
06061022014,Census Tract 220.14,Placer County,,5
06007002601,Census Tract 26.01,Butte County,,4
06007002602,Census Tract 26.02,Butte County,,5
06007003002,Census Tract 30.02,Butte County,,5
06007003501,Census Tract 35.01,Butte County,,3
06013355117,Census Tract 3551.17,Contra Costa County,,1
06007003700,Census Tract 37,Butte County,,5
06037400404,Census Tract 4004.04,Los Angeles County,,1
06001406201,Census Tract 4062.01,Alameda County,,2
06001406202,Census Tract 4062.02,Alameda County,,2
06001406300,Census Tract 4063,Alameda County,,2
06001406602,Census Tract 4066.02,Alameda County,,2
06001407101,Census Tract 4071.01,Alameda County,,3
06001407102,Census Tract 4071.02,Alameda County,,2
06065043274,Census Tract 432.74,Riverside County,,2
06065043291,Census Tract 432.91,Riverside County,,2
06001432501,Census Tract 4325.01,Alameda County,,2
06065043513,Census Tract 435.13,Riverside County,,3
06065043517,Census Tract 435.17,Riverside County,,2
06001442302,Census Tract 4423.02,Alameda County,,1
06065045125,Census Tract 451.25,Riverside County,,3
06001451703,Census Tract 4517.03,Alameda County,,1
06065045222,Census Tract 452.22,Riverside County,,4
06065045228,Census Tract 452.28,Riverside County,,3
06065045609,Census Tract 456.09,Riverside County,Augustine Reservation,5
06065046900,Census Tract 469,Riverside County,Torres-Martinez Reservation,8
06065047202,Census Tract 472.02,Riverside County,,5
06065048100,Census Tract 481,Riverside County,,2
06065049700,Census Tract 497,Riverside County,,2
06085503329,Census Tract 5033.29,Santa Clara County,,1
06065050300,Census Tract 503,Riverside County,,2
06065050600,Census Tract 506,Riverside County,,2
06065050700,Census Tract 507,Riverside County,,2
06085511916,Census Tract 5119.16,Santa Clara County,,1
06085512032,Census Tract 5120.32,Santa Clara County,,2
06085512033,Census Tract 5120.33,Santa Clara County,,1
06071000109,Census Tract 1.09,San Bernardino County,,2
06071000111,Census Tract 1.11,San Bernardino County,,1
06111001001,Census Tract 10.01,Ventura County,,2
06111001002,Census Tract 10.02,Ventura County,,2
06071010017,Census Tract 100.17,San Bernardino County,,2
06071010022,Census Tract 100.22,San Bernardino County,,4
06071010023,Census Tract 100.23,San Bernardino County,,3
06071010024,Census Tract 100.24,San Bernardino County,,3
06053010102,Census Tract 101.02,Monterey County,,2
06087101000,Census Tract 1010,Santa Cruz County,,2
06075010100,Census Tract 101,San Francisco County,,1
06037102107,Census Tract 1021.07,Los Angeles County,,2
06075010200,Census Tract 102,San Francisco County,,1
06053010305,Census Tract 103.05,Monterey County,,2
06071010300,Census Tract 103,San Bernardino County,,5
06075010300,Census Tract 103,San Francisco County,,1
06071010409,Census Tract 104.09,San Bernardino County,,7
06071010410,Census Tract 104.10,San Bernardino County,,5
06071010411,Census Tract 104.11,San Bernardino County,,4
06071010413,Census Tract 104.13,San Bernardino County,,3
06071010415,Census Tract 104.15,San Bernardino County,,3
06071010416,Census Tract 104.16,San Bernardino County,,5
06037104203,Census Tract 1042.03,Los Angeles County,,3
06075010400,Census Tract 104,San Francisco County,,1
06053010501,Census Tract 105.01,Monterey County,,2
06053010606,Census Tract 106.06,Monterey County,,2
06075010600,Census Tract 106,San Francisco County,,1
06053010701,Census Tract 107.01,Monterey County,,1
06053010702,Census Tract 107.02,Monterey County,,2
06071010700,Census Tract 107,San Bernardino County,,3
06075010700,Census Tract 107,San Francisco County,,1
06075010800,Census Tract 108,San Francisco County,,1
06023010901,Census Tract 109.01,Humboldt County,,4
06023010902,Census Tract 109.02,Humboldt County,Rohnerville Rancheria,3
06075010900,Census Tract 109,San Francisco County,,1
06111001101,Census Tract 11.01,Ventura County,,2
06111001102,Census Tract 11.02,Ventura County,,2
06059110106,Census Tract 1101.06,Orange County,,1
06059110108,Census Tract 1101.08,Orange County,,1
06059110109,Census Tract 1101.09,Orange County,,1
06059110110,Census Tract 1101.10,Orange County,,1
06059110111,Census Tract 1101.11,Orange County,,1
06059110114,Census Tract 1101.14,Orange County,,1
06059110116,Census Tract 1101.16,Orange County,,1
06053011000,Census Tract 110,Monterey County,,2
06059011000,Census Tract 110,Orange County,,2
06075011000,Census Tract 110,San Francisco County,,1
06059011101,Census Tract 111.01,Orange County,,2
06053011102,Census Tract 111.02,Monterey County,,3
06059011102,Census Tract 111.02,Orange County,,2
06059011200,Census Tract 112,Orange County,,1
06075011200,Census Tract 112,San Francisco County,,1
06071011300,Census Tract 113,San Bernardino County,,4
06075011300,Census Tract 113,San Francisco County,,1
06059011401,Census Tract 114.01,Orange County,,1
06059011402,Census Tract 114.02,Orange County,,1
06059011403,Census Tract 114.03,Orange County,,2
06053011400,Census Tract 114,Monterey County,,4
06059011502,Census Tract 115.02,Orange County,,2
06059011503,Census Tract 115.03,Orange County,,2
06059011504,Census Tract 115.04,Orange County,,2
06023011500,Census Tract 115,Humboldt County,,5
06059011601,Census Tract 116.01,Orange County,,2
06059011602,Census Tract 116.02,Orange County,,2
06023011600,Census Tract 116,Humboldt County,,5
06071011600,Census Tract 116,San Bernardino County,,3
06053011700,Census Tract 117,Monterey County,,2
06075011700,Census Tract 117,San Francisco County,,1
06071011800,Census Tract 118,San Bernardino County,,4
06075011800,Census Tract 118,San Francisco County,,1
06053011900,Census Tract 119,Monterey County,,2
06111001201,Census Tract 12.01,Ventura County,,1
06111001202,Census Tract 12.02,Ventura County,,1
06075012000,Census Tract 120,San Francisco County,,1
06037127104,Census Tract 1271.04,Los Angeles County,,2
06037127804,Census Tract 1278.04,Los Angeles County,,2
06037128102,Census Tract 1281.02,Los Angeles County,,2
06053001200,Census Tract 12,Monterey County,,2
06111001301,Census Tract 13.01,Ventura County,,1
06111001302,Census Tract 13.02,Ventura County,,2
06053013100,Census Tract 131,Monterey County,,2
06037132001,Census Tract 1320.01,Los Angeles County,,2
06053013200,Census Tract 132,Monterey County,,2
06075013300,Census Tract 133,San Francisco County,,1
06037134001,Census Tract 1340.01,Los Angeles County,,3
06075013500,Census Tract 135,San Francisco County,,1
06053013600,Census Tract 136,Monterey County,,2
06037137000,Census Tract 1370,Los Angeles County,,1
06037137201,Census Tract 1372.01,Los Angeles County,,2
06037137301,Census Tract 1373.01,Los Angeles County,,2
06037137302,Census Tract 1373.02,Los Angeles County,,2
06037137401,Census Tract 1374.01,Los Angeles County,,2
06037137402,Census Tract 1374.02,Los Angeles County,,2
06023001300,Census Tract 13,Humboldt County,,4
06059001402,Census Tract 14.02,Orange County,,2
06059001403,Census Tract 14.03,Orange County,,2
06059001404,Census Tract 14.04,Orange County,,2
06037141302,Census Tract 1413.02,Los Angeles County,,1
06037141400,Census Tract 1414,Los Angeles County,,1
06037143100,Census Tract 1431,Los Angeles County,,1
06059001501,Census Tract 15.01,Orange County,,2
06059001503,Census Tract 15.03,Orange County,,2
06059001504,Census Tract 15.04,Orange County,,1
06059001506,Census Tract 15.06,Orange County,,2
06059001507,Census Tract 15.07,Orange County,,1
06075015300,Census Tract 153,San Francisco County,,1
06075016100,Census Tract 161,San Francisco County,,1
06075016500,Census Tract 165,San Francisco County,,1
06053001600,Census Tract 16,Monterey County,,2
06071001600,Census Tract 16,San Bernardino County,,3
06059001705,Census Tract 17.05,Orange County,,2
06059001706,Census Tract 17.06,Orange County,,1
06075017902,Census Tract 179.02,San Francisco County,,1
06111001700,Census Tract 17,Ventura County,,1
06059001801,Census Tract 18.01,Orange County,,2
06059001802,Census Tract 18.02,Orange County,,2
06037188100,Census Tract 1881,Los Angeles County,,2
06037188300,Census Tract 1883,Los Angeles County,,1
06037189201,Census Tract 1892.01,Los Angeles County,,1
06037189300,Census Tract 1893,Los Angeles County,,1
06037189500,Census Tract 1895,Los Angeles County,,1
06037189902,Census Tract 1899.02,Los Angeles County,,1
06037189904,Census Tract 1899.04,Los Angeles County,,1
06111001800,Census Tract 18,Ventura County,,1
06059001903,Census Tract 19.03,Orange County,,2
06037190100,Census Tract 1901,Los Angeles County,,1
06037190201,Census Tract 1902.01,Los Angeles County,,2
06037190301,Census Tract 1903.01,Los Angeles County,,1
06037190510,Census Tract 1905.10,Los Angeles County,,1
06037190520,Census Tract 1905.20,Los Angeles County,,2
06037190700,Census Tract 1907,Los Angeles County,,1
06037190902,Census Tract 1909.02,Los Angeles County,,2
06037191000,Census Tract 1910,Los Angeles County,,1
06037191110,Census Tract 1911.10,Los Angeles County,,2
06037191120,Census Tract 1911.20,Los Angeles County,,2
06037191201,Census Tract 1912.01,Los Angeles County,,2
06037191420,Census Tract 1914.20,Los Angeles County,,1
06037191500,Census Tract 1915,Los Angeles County,,2
06037191610,Census Tract 1916.10,Los Angeles County,,2
06037191620,Census Tract 1916.20,Los Angeles County,,2
06037191710,Census Tract 1917.10,Los Angeles County,,2
06037191820,Census Tract 1918.20,Los Angeles County,,1
06037199120,Census Tract 1991.20,Los Angeles County,,2
06037199201,Census Tract 1992.01,Los Angeles County,,3
06037199202,Census Tract 1992.02,Los Angeles County,,2
06037199300,Census Tract 1993,Los Angeles County,,2
06037199400,Census Tract 1994,Los Angeles County,,3
06037199700,Census Tract 1997,Los Angeles County,,3
06037199800,Census Tract 1998,Los Angeles County,,3
06037199900,Census Tract 1999,Los Angeles County,,3
06111001900,Census Tract 19,Ventura County,,1
06067000100,Census Tract 1,Sacramento County,,1
06077000100,Census Tract 1,San Joaquin County,,4
06111000100,Census Tract 1,Ventura County,,4
06071002010,Census Tract 20.10,San Bernardino County,,1
06055200400,Census Tract 2004,Napa County,,2
06055200703,Census Tract 2007.03,Napa County,,2
06055200802,Census Tract 2008.02,Napa County,,2
06055201102,Census Tract 2011.02,Napa County,,2
06037201110,Census Tract 2011.10,Los Angeles County,,2
06037201120,Census Tract 2011.20,Los Angeles County,,2
06037201501,Census Tract 2015.01,Los Angeles County,,3
06037201503,Census Tract 2015.03,Los Angeles County,,3
06037201504,Census Tract 2015.04,Los Angeles County,,3
06055201500,Census Tract 2015,Napa County,,3
06037201700,Census Tract 2017,Los Angeles County,,3
06055201700,Census Tract 2017,Napa County,,2
06055201900,Census Tract 2019,Napa County,,2
06037203100,Census Tract 2031,Los Angeles County,,3
06037203300,Census Tract 2033,Los Angeles County,,3
06037203500,Census Tract 2035,Los Angeles County,,2
06037203600,Census Tract 2036,Los Angeles County,,2
06037203710,Census Tract 2037.10,Los Angeles County,,3
06037203720,Census Tract 2037.20,Los Angeles County,,3
06037203800,Census Tract 2038,Los Angeles County,,3
06037203900,Census Tract 2039,Los Angeles County,,3
06037204110,Census Tract 2041.10,Los Angeles County,,3
06037204120,Census Tract 2041.20,Los Angeles County,,3
06037204300,Census Tract 2043,Los Angeles County,,3
06037204600,Census Tract 2046,Los Angeles County,,3
06037204700,Census Tract 2047,Los Angeles County,,2
06037204810,Census Tract 2048.10,Los Angeles County,,3
06037204820,Census Tract 2048.20,Los Angeles County,,3
06037204910,Census Tract 2049.10,Los Angeles County,,3
06075020600,Census Tract 206,San Francisco County,,1
06037207710,Census Tract 2077.10,Los Angeles County,,1
06037207900,Census Tract 2079,Los Angeles County,,1
06037208000,Census Tract 2080,Los Angeles County,,1
06037208301,Census Tract 2083.01,Los Angeles County,,1
06037208610,Census Tract 2086.10,Los Angeles County,,2
06037208620,Census Tract 2086.20,Los Angeles County,,1
06037208802,Census Tract 2088.02,Los Angeles County,,2
06037208903,Census Tract 2089.03,Los Angeles County,,2
06037209102,Census Tract 2091.02,Los Angeles County,,1
06037209200,Census Tract 2092,Los Angeles County,,1
06037209300,Census Tract 2093,Los Angeles County,,2
06037209510,Census Tract 2095.10,Los Angeles County,,2
06037210010,Census Tract 2100.10,Los Angeles County,,2
06037211803,Census Tract 2118.03,Los Angeles County,,1
06037211921,Census Tract 2119.21,Los Angeles County,,2
06037211922,Census Tract 2119.22,Los Angeles County,,1
06037212501,Census Tract 2125.01,Los Angeles County,,1
06037215102,Census Tract 2151.02,Los Angeles County,,1
06037217002,Census Tract 2170.02,Los Angeles County,,1
06059021802,Census Tract 218.02,Orange County,,1
06059021815,Census Tract 218.15,Orange County,,1
06059021821,Census Tract 218.21,Orange County,,1
06037219901,Census Tract 2199.01,Los Angeles County,,3
06107002202,Census Tract 22.02,Tulare County,,5
06071002204,Census Tract 22.04,San Bernardino County,,2
06037221303,Census Tract 2213.03,Los Angeles County,,2
06075022702,Census Tract 227.02,San Francisco County,,1
06075022801,Census Tract 228.01,San Francisco County,,1
06075022803,Census Tract 228.03,San Francisco County,,1
06075022901,Census Tract 229.01,San Francisco County,,1
06071002301,Census Tract 23.01,San Bernardino County,,2
06075023102,Census Tract 231.02,San Francisco County,,3
06075023103,Census Tract 231.03,San Francisco County,,3
06075023200,Census Tract 232,San Francisco County,,2
06075023300,Census Tract 233,San Francisco County,,2
06111002300,Census Tract 23,Ventura County,,2
06037241201,Census Tract 2412.01,Los Angeles County,,4
06095250104,Census Tract 2501.04,Solano County,,2
06095250106,Census Tract 2501.06,Solano County,,1
06075025401,Census Tract 254.01,San Francisco County,,1
06075025403,Census Tract 254.03,San Francisco County,,1
06075026001,Census Tract 260.01,San Francisco County,,2
06075026003,Census Tract 260.03,San Francisco County,,2
06075026303,Census Tract 263.03,San Francisco County,,1
06075026401,Census Tract 264.01,San Francisco County,,2
06075026402,Census Tract 264.02,San Francisco County,,2
06075026403,Census Tract 264.03,San Francisco County,,2
06075026404,Census Tract 264.04,San Francisco County,,2
06037267901,Census Tract 2679.01,Los Angeles County,,1
06037269906,Census Tract 2699.06,Los Angeles County,,1
